weather_station_id,weather_latitude,weather_longitude,nearest_pm25_station_id,assigned_region,nn_distance_km,within_threshold
50637.0,44.1,-79.16,,Regional Municipality of Durham,25.718154107118185,True
50722.0,53.44,-91.76,,,588.6625805685311,False
50723.0,53.06,-93.34,,,593.2076281870098,False
50839.0,46.36,-79.42,,Nipissing District,4.7432238258334465,True
50840.0,46.63,-80.8,,Greater Sudbury,21.830692360996863,True
50857.0,53.82,-89.89,,,606.4104141074878,False
51137.0,49.79,-94.36,,,401.04732719430615,False
51138.0,50.11,-91.91,,,270.52026688129007,False
51219.0,56.02,-87.68,,,856.5921700490524,False
51237.0,52.2,-87.93,,,435.6620105601125,False
51459.0,43.68,-79.63,,City of Toronto,7.686514172357713,True
51938.0,44.03,-80.02,,Regional Municipality of York,42.935497211595106,True
51958.0,47.72,-84.81,,,137.28217037331692,False
52118.0,42.31,-82.08,,Municipality of Chatham-Kent,14.821968811600197,True
52318.0,46.36,-79.42,,Nipissing District,4.7432238258334465,True
52338.0,48.76,-86.35,,,220.41940007956887,False
52418.0,51.45,-90.21,,,347.72262371237406,False
52419.0,51.07,-93.79,,,440.46229998869933,False
52604.0,49.41,-82.47,,,342.34627358990866,False
52818.0,47.97,-84.79,,,163.82216373131337,False
52878.0,54.99,-85.44,,,781.2200567825563,False
52898.0,51.66,-85.9,,,437.7692659975373,False
52900.0,50.29,-88.91,,,214.22782547068093,False
52918.0,52.93,-82.43,,,699.3495323303471,False
52985.0,44.23,-76.6,,City of Kingston (Frontenac County),6.3821042396418335,True
52998.0,47.97,-84.79,,,163.82216373131337,False
53000.0,43.19,-79.17,,Regional Municipality of Niagara,6.2173520629788195,True
53138.0,48.76,-86.35,,,220.41940007956887,False
53139.0,44.74,-81.11,,Bruce County,58.769980339464375,True
53378.0,43.14,-80.33,,City of Brantford (Brant County),3.0353363506825595,True
53519.0,49.78,-86.94,,,231.3982773518217,False
53602.0,47.82,-83.35,,,160.42670922585214,False
53603.0,47.82,-83.35,,,160.42670922585214,False
53618.0,46.22,-80.3,,Greater Sudbury,61.856822033988045,True
54239.0,43.86,-79.37,,City of Toronto,11.799685235195849,True
54240.0,49.78,-86.99,,,228.71865329250747,False
54259.0,44.74,-81.11,,Bruce County,58.769980339464375,True
54260.0,49.41,-82.47,,,342.34627358990866,False
54378.0,48.47,-89.27,,Thunder Bay District,10.184784642471396,True
54604.0,46.38,-79.4,,Nipissing District,7.4353185974459715,True
54605.0,50.11,-91.91,,,270.52026688129007,False
54606.0,48.82,-87.09,,,169.0375576254257,False
54738.0,42.28,-82.96,,City of Windsor (Essex County),7.948525486576259,True
54838.0,46.48,-84.52,,Algoma District,17.131606202021917,True
54858.0,49.78,-86.93,,,231.93734365413022,False
54958.0,43.96,-79.57,,Regional Municipality of York,11.662920105623918,True
55238.0,44.16,-77.44,,Hastings County,3.7030334509399156,True
55258.0,47.82,-83.36,,,160.0863685714827,False
55299.0,43.54,-80.22,,Wellington County,3.786617935289299,True
55360.0,42.27,-82.02,,Municipality of Chatham-Kent,21.46074132441091,True
55361.0,51.66,-85.9,,,437.7692659975373,False
55362.0,52.94,-91.32,,,526.8580122927831,False
55365.0,44.35,-78.28,,Peterborough County,7.505455536034792,True
55367.0,48.09,-80.06,,,191.3930513815934,False
55379.0,51.26,-80.66,,,530.7689116281083,False
55778.0,44.5,-80.05,,Simcoe County,30.536957493071238,True
