Barrie, (47045) Hourly, Fine particulate matter (PM2.5) Concentrations
Station,Barrie (47045)
Address,83 Perry St.
Latitude,44.382338
Longitude,-79.702446
Elevation, 226 metres
Air intake height,5 metres
Pollutant,Fine Particulate Matter (fine particulate matter PM2.5)
Unit, micrograms per cubic metre (&micro;g/m<sup>3</sup>)
Remarks, 9999 for invalid or missing data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
47045,Fine Particulate Matter,2024-01-14,1,1,1,1,1,1,1,5,11,8,6,5,4,2,1,2,2,2,2,2,2,3,3,4,
47045,Fine Particulate Matter,2024-01-15,4,5,5,4,5,5,6,7,6,6,5,5,5,4,4,5,5,5,5,5,6,6,7,7,
47045,Fine Particulate Matter,2024-01-16,7,8,10,9,10,11,11,11,10,9,10,10,9,8,8,7,4,5,5,5,9,13,16,14,
47045,Fine Particulate Matter,2024-01-17,13,12,9,8,10,8,7,6,7,7,6,5,5,5,5,4,5,5,5,5,6,6,7,7,
47045,Fine Particulate Matter,2024-01-18,7,8,8,8,8,8,8,9,11,8,7,7,8,8,8,9,10,9,9,9,8,5,4,3,
47045,Fine Particulate Matter,2024-01-19,3,3,2,2,2,3,3,3,3,3,4,4,4,5,5,5,5,4,4,3,3,3,3,3,
47045,Fine Particulate Matter,2024-01-20,3,3,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,2,3,2,2,2,2,2,
47045,Fine Particulate Matter,2024-01-21,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,7,10,11,
47045,Fine Particulate Matter,2024-01-22,11,10,8,5,6,7,11,10,8,8,8,9,10,10,8,7,6,7,10,14,16,18,21,21,
47045,Fine Particulate Matter,2024-01-23,19,18,18,17,18,17,17,18,18,17,17,18,19,20,19,17,21,17,19,13,11,11,10,10,
47045,Fine Particulate Matter,2024-01-24,8,7,6,6,6,5,5,6,7,8,8,11,11,13,9,8,10,12,8,8,8,8,6,4,
47045,Fine Particulate Matter,2024-01-25,5,8,7,7,7,8,8,9,12,12,14,10,8,7,7,11,9,8,10,13,18,9,5,4,
47045,Fine Particulate Matter,2024-01-26,4,4,3,2,2,2,2,2,3,2,2,3,3,3,3,4,4,4,4,4,4,5,5,6,
47045,Fine Particulate Matter,2024-01-27,6,5,6,6,6,6,6,6,6,6,6,3,3,3,2,2,2,3,3,3,5,9999,6,5,
47045,Fine Particulate Matter,2024-01-28,5,5,4,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,
47045,Fine Particulate Matter,2024-01-29,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,4,4,5,9999,9999,9999,9,7,
47045,Fine Particulate Matter,2024-01-30,7,7,7,8,8,8,8,9,11,10,11,11,10,9,9,7,5,6,9999,9999,8,7,8,8,
47045,Fine Particulate Matter,2024-01-31,7,7,7,7,8,8,10,15,15,15,14,12,9,9,9,11,9,8,7,12,6,10,12,11,
47045,Fine Particulate Matter,2024-02-01,12,13,11,11,9,7,7,7,7,7,6,6,7,7,8,8,8,11,11,12,12,9,6,5,
47045,Fine Particulate Matter,2024-02-02,3,2,1,1,1,2,2,3,3,3,2,2,2,3,3,3,3,4,4,4,4,4,5,5,
47045,Fine Particulate Matter,2024-02-03,4,4,5,5,5,11,12,6,6,4,4,5,5,5,5,5,4,6,7,5,6,6,6,6,
47045,Fine Particulate Matter,2024-02-04,6,5,5,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,6,4,4,4,4,5,
47045,Fine Particulate Matter,2024-02-05,5,5,5,5,5,5,6,6,6,6,5,4,4,3,3,3,3,5,7,6,6,4,4,5,
47045,Fine Particulate Matter,2024-02-06,5,7,6,5,5,5,5,6,7,7,6,5,7,8,6,3,3,3,3,4,6,5,9999,6,
47045,Fine Particulate Matter,2024-02-07,15,9,11,10,8,7,10,13,9,5,6,7,8,9,11,8,7,7,11,33,30,28,21,25,
47045,Fine Particulate Matter,2024-02-08,22,24,19,10,9,9,8,8,8,11,12,13,13,13,11,9,8,8,6,8,9,7,11,9,
47045,Fine Particulate Matter,2024-02-09,17,18,22,12,10,13,11,9,9,9,10,11,12,12,10,10,10,11,11,11,12,13,12,10,
47045,Fine Particulate Matter,2024-02-10,7,4,5,10,6,4,4,4,4,4,5,4,5,4,4,4,3,3,2,2,3,3,2,2,
47045,Fine Particulate Matter,2024-02-11,3,2,2,2,2,1,1,1,2,2,1,2,1,2,2,3,3,4,4,4,4,4,4,4,
47045,Fine Particulate Matter,2024-02-12,4,4,4,4,4,4,4,1,1,1,4,4,4,3,9999,9999,12,10,9,18,11,11,15,9,
47045,Fine Particulate Matter,2024-02-13,9,14,14,16,16,15,11,10,10,11,5,4,3,2,2,2,3,3,3,3,3,2,2,2,
47045,Fine Particulate Matter,2024-02-14,1,1,1,1,1,2,2,2,2,9999,9999,4,4,3,3,3,3,3,3,4,4,5,4,4,
47045,Fine Particulate Matter,2024-02-15,10,14,26,11,6,6,12,7,7,8,7,5,5,5,6,5,5,6,6,7,7,2,2,2,
47045,Fine Particulate Matter,2024-02-16,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,3,3,2,2,2,2,
47045,Fine Particulate Matter,2024-02-17,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,4,3,3,3,
47045,Fine Particulate Matter,2024-02-18,3,3,4,5,7,7,9,8,8,8,8,8,8,8,8,7,4,3,2,2,2,2,2,2,
47045,Fine Particulate Matter,2024-02-19,2,1,2,9999,4,2,2,2,2,2,3,3,3,2,2,2,2,2,3,3,3,4,5,5,
47045,Fine Particulate Matter,2024-02-20,6,9999,9999,9999,9999,11,10,11,13,17,6,5,6,9,13,10,9,6,4,4,3,4,4,4,
47045,Fine Particulate Matter,2024-02-21,4,4,5,5,5,6,7,11,14,14,15,16,15,16,18,17,14,19,15,16,17,15,21,13,
47045,Fine Particulate Matter,2024-02-22,9,8,8,8,7,7,9,15,19,19,19,19,16,14,15,14,14,14,16,16,15,18,19,31,
47045,Fine Particulate Matter,2024-02-23,32,18,17,17,17,29,22,11,13,12,10,8,7,4,3,3,3,3,3,3,3,3,3,3,
47045,Fine Particulate Matter,2024-02-24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,5,4,12,
47045,Fine Particulate Matter,2024-02-25,6,23,6,7,5,5,5,6,6,7,7,7,7,7,6,6,6,7,7,7,8,8,8,8,
47045,Fine Particulate Matter,2024-02-26,9,9,11,8,5,4,4,4,3,3,3,3,3,3,3,4,3,4,3,11,6,5,4,4,
47045,Fine Particulate Matter,2024-02-27,7,12,5,5,6,8,11,11,11,14,14,17,17,17,16,15,10,7,8,9,9,9,11,14,
47045,Fine Particulate Matter,2024-02-28,17,18,15,15,12,5,5,9,12,15,14,3,1,1,1,1,1,2,2,2,2,2,2,2,
47045,Fine Particulate Matter,2024-02-29,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,7,5,6,
47045,Fine Particulate Matter,2024-03-01,6,5,11,6,6,6,6,8,8,10,8,7,6,5,5,5,5,6,5,5,9999,7,6,6,
47045,Fine Particulate Matter,2024-03-02,7,6,6,5,6,7,9,10,10,16,10,10,8,8,8,7,8,9999,9999,9999,11,7,7,8,
47045,Fine Particulate Matter,2024-03-03,9,14,9,13,13,11,9999,17,11,9,7,8,7,7,8,11,9,9,6,13,14,14,4,4,
47045,Fine Particulate Matter,2024-03-04,7,9,4,4,4,4,5,6,8,11,6,7,10,7,7,8,8,6,6,7,7,6,7,12,
47045,Fine Particulate Matter,2024-03-05,7,8,8,6,8,6,6,6,5,6,6,6,7,7,7,8,9,14,10,10,7,4,3,2,
47045,Fine Particulate Matter,2024-03-06,2,1,1,1,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,
47045,Fine Particulate Matter,2024-03-07,2,2,2,7,3,2,4,3,3,3,2,2,3,2,3,4,4,9999,5,9999,9999,9999,5,4,
47045,Fine Particulate Matter,2024-03-08,5,4,4,4,3,3,3,5,3,3,3,3,3,3,3,5,4,4,9999,9999,9999,9999,4,4,
47045,Fine Particulate Matter,2024-03-09,3,3,3,3,4,5,3,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,2,1,
47045,Fine Particulate Matter,2024-03-10,1,1,-999,-999,2,2,2,2,1,2,2,2,2,2,2,3,2,2,3,2,2,2,1,1,
47045,Fine Particulate Matter,2024-03-11,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,9,14,10,9,6,
47045,Fine Particulate Matter,2024-03-12,6,6,13,8,12,8,8,8,9,11,12,10,11,12,12,12,12,12,11,11,14,13,20,18,
47045,Fine Particulate Matter,2024-03-13,14,17,18,16,14,15,17,15,10,8,9,9,9,8,7,8,7,7,7,8,8,8,9,11,
47045,Fine Particulate Matter,2024-03-14,11,13,8,9,9,9,10,10,10,10,13,12,13,12,12,10,9,10,8,5,4,5,3,3,
47045,Fine Particulate Matter,2024-03-15,2,2,2,2,3,3,3,4,6,8,5,6,6,4,3,3,3,6,5,4,4,5,5,5,
47045,Fine Particulate Matter,2024-03-16,6,3,3,3,3,4,4,4,4,5,7,8,7,7,7,7,6,6,5,3,4,6,6,4,
47045,Fine Particulate Matter,2024-03-17,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,
47045,Fine Particulate Matter,2024-03-18,0,0,0,0,0,0,1,1,1,1,1,3,3,4,4,5,4,3,2,2,2,1,1,1,
47045,Fine Particulate Matter,2024-03-19,2,1,1,1,2,2,2,2,3,4,7,8,9,9,10,9,7,7,8,8,8,8,7,3,
47045,Fine Particulate Matter,2024-03-20,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,1,1,
47045,Fine Particulate Matter,2024-03-21,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,
47045,Fine Particulate Matter,2024-03-22,2,2,3,3,3,4,4,8,6,4,3,4,3,3,2,2,2,2,2,2,2,3,2,2,
47045,Fine Particulate Matter,2024-03-23,2,2,2,3,2,3,4,3,3,3,3,3,2,3,3,3,3,2,2,2,3,3,2,2,
47045,Fine Particulate Matter,2024-03-24,2,2,2,2,3,3,5,2,2,2,2,2,2,2,2,3,3,3,2,2,2,3,3,3,
47045,Fine Particulate Matter,2024-03-25,2,2,2,2,2,5,3,3,3,4,4,5,5,5,5,5,4,4,5,4,4,3,3,9999,
47045,Fine Particulate Matter,2024-03-26,9999,6,9999,3,4,5,9999,9999,9999,9,7,7,6,5,6,9999,9999,6,9999,6,4,5,5,5,
47045,Fine Particulate Matter,2024-03-27,5,7,8,9,11,8,7,8,7,8,7,6,6,4,4,4,5,7,8,7,6,5,4,4,
47045,Fine Particulate Matter,2024-03-28,5,5,5,5,6,8,13,8,6,6,6,8,7,6,5,6,5,5,7,6,6,7,7,10,
47045,Fine Particulate Matter,2024-03-29,6,5,4,4,4,3,3,3,3,3,3,2,2,3,2,3,3,3,3,2,2,2,3,2,
47045,Fine Particulate Matter,2024-03-30,2,2,2,2,1,2,3,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,
47045,Fine Particulate Matter,2024-03-31,4,4,3,3,2,2,2,2,3,2,3,3,6,7,8,6,4,5,5,4,4,4,3,3,
47045,Fine Particulate Matter,2024-04-01,3,3,3,3,3,4,6,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,9999,9999,
47045,Fine Particulate Matter,2024-04-02,9999,9999,9999,9999,9999,9999,3,3,5,3,3,3,3,3,3,5,6,11,6,4,3,2,1,2,
47045,Fine Particulate Matter,2024-04-03,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,0,0,1,
47045,Fine Particulate Matter,2024-04-04,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,2,1,1,1,
47045,Fine Particulate Matter,2024-04-05,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,3,2,2,3,3,2,2,
47045,Fine Particulate Matter,2024-04-06,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,
47045,Fine Particulate Matter,2024-04-07,4,10,3,3,3,3,3,4,3,2,2,1,1,2,5,9999,3,3,9999,9999,9999,9999,9999,9999,
47045,Fine Particulate Matter,2024-04-08,5,5,5,5,4,4,4,4,4,3,4,3,4,4,4,5,5,9999,9999,6,7,9999,6,9999,
47045,Fine Particulate Matter,2024-04-09,9999,9999,5,5,6,6,7,5,7,6,7,8,13,14,17,12,13,12,9,15,16,10,8,11,
47045,Fine Particulate Matter,2024-04-10,7,5,4,4,4,4,6,5,4,4,4,2,2,2,2,2,2,2,3,4,8,8,7,7,
47045,Fine Particulate Matter,2024-04-11,6,5,5,4,6,5,3,4,4,3,4,4,4,4,4,4,4,3,4,11,8,8,5,4,
47045,Fine Particulate Matter,2024-04-12,5,7,11,2,1,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
47045,Fine Particulate Matter,2024-04-13,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,
47045,Fine Particulate Matter,2024-04-14,3,3,3,3,3,4,10,5,4,5,5,5,6,7,7,7,7,8,6,6,7,6,6,5,
47045,Fine Particulate Matter,2024-04-15,5,5,5,5,6,6,5,5,5,4,4,3,3,3,3,3,3,3,3,3,3,4,5,4,
47045,Fine Particulate Matter,2024-04-16,4,8,4,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,
47045,Fine Particulate Matter,2024-04-17,3,3,2,2,8,4,3,2,3,3,4,3,3,2,5,5,3,3,4,5,4,5,5,14,
47045,Fine Particulate Matter,2024-04-18,12,3,9,4,4,4,4,4,6,3,1,2,1,1,2,2,2,2,2,2,4,5,5,3,
47045,Fine Particulate Matter,2024-04-19,4,5,2,3,5,5,6,7,8,7,8,5,5,2,3,5,4,4,3,3,3,3,4,4,
47045,Fine Particulate Matter,2024-04-20,6,6,9999,9999,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,
47045,Fine Particulate Matter,2024-04-21,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,5,10,7,4,3,
47045,Fine Particulate Matter,2024-04-22,3,4,3,4,4,5,5,4,4,3,3,3,3,3,4,4,5,5,5,5,6,6,6,7,
47045,Fine Particulate Matter,2024-04-23,6,6,6,6,6,6,7,7,8,8,10,9,12,9,8,9,10,7,8,8,8,7,6,7,
47045,Fine Particulate Matter,2024-04-24,6,4,4,5,4,2,1,2,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,
47045,Fine Particulate Matter,2024-04-25,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,4,7,7,4,4,4,6,
47045,Fine Particulate Matter,2024-04-26,5,6,7,6,6,9999,9999,7,5,4,5,5,4,4,3,4,7,4,4,5,8,5,5,7,
47045,Fine Particulate Matter,2024-04-27,11,7,6,3,4,5,5,5,8,6,6,6,7,10,12,14,14,12,11,11,14,12,14,11,
47045,Fine Particulate Matter,2024-04-28,13,15,32,20,12,17,24,11,8,7,5,4,4,4,3,2,3,3,3,4,4,4,3,3,
47045,Fine Particulate Matter,2024-04-29,5,5,2,3,3,2,1,1,1,3,2,3,4,6,8,6,6,7,7,7,6,6,7,6,
47045,Fine Particulate Matter,2024-04-30,6,6,5,4,3,3,3,3,4,7,7,7,7,7,7,8,5,5,4,4,4,6,5,5,
47045,Fine Particulate Matter,2024-05-01,6,5,5,6,6,8,7,7,5,4,5,6,8,9,11,10,8,6,5,6,5,5,5,4,
47045,Fine Particulate Matter,2024-05-02,3,3,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,3,2,3,3,3,3,
47045,Fine Particulate Matter,2024-05-03,3,4,3,4,4,5,4,4,3,3,3,3,3,4,4,4,3,4,5,4,4,4,6,8,
47045,Fine Particulate Matter,2024-05-04,6,5,7,6,7,7,7,5,4,5,5,5,6,6,7,8,7,8,7,7,6,7,8,5,
47045,Fine Particulate Matter,2024-05-05,4,3,3,3,3,3,3,3,4,5,5,5,5,5,5,3,3,2,4,18,4,4,6,3,
47045,Fine Particulate Matter,2024-05-06,4,3,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,3,7,4,2,2,
47045,Fine Particulate Matter,2024-05-07,3,3,4,3,4,6,9,6,3,5,3,2,3,3,3,3,3,4,4,4,5,8,9,4,
47045,Fine Particulate Matter,2024-05-08,3,3,3,3,4,4,5,6,6,4,3,3,3,2,2,3,2,2,2,3,3,2,3,3,
47045,Fine Particulate Matter,2024-05-09,3,3,3,3,3,3,5,5,4,3,3,2,3,2,2,2,2,2,2,3,3,2,1,2,
47045,Fine Particulate Matter,2024-05-10,12,5,4,3,5,8,7,3,3,5,3,3,2,2,2,3,7,6,4,8,5,5,5,7,
47045,Fine Particulate Matter,2024-05-11,7,6,7,7,5,5,6,6,6,6,5,5,4,4,5,4,4,4,3,4,3,3,4,4,
47045,Fine Particulate Matter,2024-05-12,4,6,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,5,4,7,5,5,
47045,Fine Particulate Matter,2024-05-13,5,5,4,3,3,4,5,5,6,5,5,6,7,7,6,7,7,7,10,9,6,6,5,5,
47045,Fine Particulate Matter,2024-05-14,6,6,6,7,8,12,14,11,8,6,6,8,9,10,9,9,9,8,8,8,8,8,7,7,
47045,Fine Particulate Matter,2024-05-15,6,5,4,3,4,5,6,8,8,8,9,9,9,9,9,10,10,9,9,11,10,11,18,14,
47045,Fine Particulate Matter,2024-05-16,12,10,10,9999,9999,9999,9999,10,10,10,10,9,10,11,12,12,17,14,15,10,20,13,11,6,
47045,Fine Particulate Matter,2024-05-17,7,6,6,6,6,8,9,6,6,8,11,15,12,9,8,8,8,8,7,9999,9999,9999,9999,10,
47045,Fine Particulate Matter,2024-05-18,10,11,11,11,9,7,7,5,5,4,5,5,4,4,4,5,4,4,4,6,8,9999,9999,9999,
47045,Fine Particulate Matter,2024-05-19,9999,9999,17,21,19,15,12,10,11,8,6,6,6,6,6,6,9,8,8,9,11,12,12,11,
47045,Fine Particulate Matter,2024-05-20,12,9,10,11,9,9,8,8,6,5,6,6,5,6,6,7,9,10,10,15,19,9,18,15,
47045,Fine Particulate Matter,2024-05-21,11,11,7,6,7,9,11,9,7,7,10,11,13,12,9,6,4,5,4,4,7,9999,9,5,
47045,Fine Particulate Matter,2024-05-22,6,7,7,7,8,7,9,11,11,11,11,10,10,6,9,8,8,8,9,-999,-999,-999,-999,-999,
47045,Fine Particulate Matter,2024-05-22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,4,4,4,-999,-999,5,5,5,5,5,5,7,5,6,
47045,Fine Particulate Matter,2024-05-24,6,6,5,3,3,2,2,1,2,2,1,1,1,2,2,2,3,3,2,3,3,4,7,5,
47045,Fine Particulate Matter,2024-05-25,5,6,6,4,3,3,3,3,7,5,3,4,4,4,5,5,6,7,8,9,11,14,22,17,
47045,Fine Particulate Matter,2024-05-26,12,11,11,10,10,10,10,9,7,8,8,6,5,5,5,5,6,7,8,9,8,7,6,6,
47045,Fine Particulate Matter,2024-05-27,6,6,5,5,4,4,4,4,9,9,6,4,3,3,3,3,3,4,3,3,3,3,3,4,
47045,Fine Particulate Matter,2024-05-28,3,3,3,3,3,3,3,3,3,-999,-999,3,4,4,3,3,3,4,4,4,4,4,4,3,
47045,Fine Particulate Matter,2024-05-29,3,4,9999,4,4,4,4,4,4,4,3,3,3,3,4,4,3,4,3,4,4,4,5,9999,
47045,Fine Particulate Matter,2024-05-30,9999,9999,9999,9999,9999,7,7,4,3,9999,3,3,3,3,3,3,3,3,3,3,4,4,4,3,
47045,Fine Particulate Matter,2024-05-31,5,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4,5,5,7,9,8,8,
47045,Fine Particulate Matter,2024-06-01,30,17,13,13,12,12,11,8,6,6,5,5,5,5,6,6,6,6,7,7,6,5,6,8,
47045,Fine Particulate Matter,2024-06-02,6,6,8,7,6,6,6,8,8,11,9,8,7,5,7,8,7,7,9,17,16,18,20,19,
47045,Fine Particulate Matter,2024-06-03,19,25,41,23,23,23,17,26,11,8,8,6,6,6,6,8,7,6,7,8,12,8,6,8,
47045,Fine Particulate Matter,2024-06-04,5,5,11,7,10,13,7,5,4,5,6,6,7,9,8,8,9,9,11,10,10,12,11,9,
47045,Fine Particulate Matter,2024-06-05,8,7,7,7,7,7,6,7,8,10,13,13,15,15,14,15,11,10,11,8,9,6,3,3,
47045,Fine Particulate Matter,2024-06-06,4,4,4,5,10,19,10,7,5,3,3,3,3,3,3,3,3,3,3,8,8,4,12,4,
47045,Fine Particulate Matter,2024-06-07,4,3,3,3,4,4,4,3,3,3,3,3,3,2,3,3,3,4,3,2,2,3,3,3,
47045,Fine Particulate Matter,2024-06-08,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,4,3,3,3,3,
47045,Fine Particulate Matter,2024-06-09,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,
47045,Fine Particulate Matter,2024-06-10,2,2,1,1,1,2,4,4,4,4,5,5,5,6,6,6,6,6,7,7,6,5,5,5,
47045,Fine Particulate Matter,2024-06-11,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,8,7,9999,7,6,6,8,9,10,
47045,Fine Particulate Matter,2024-06-12,9999,9999,8,9,9999,9999,9999,8,7,-999,-999,7,7,6,6,6,8,9,9,8,7,6,7,7,
47045,Fine Particulate Matter,2024-06-13,-999,-999,6,6,9999,9999,9,7,7,8,7,7,9,10,11,12,10,8,8,6,5,5,5,4,
47045,Fine Particulate Matter,2024-06-14,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,5,7,6,5,5,5,5,5,
47045,Fine Particulate Matter,2024-06-15,4,9,5,5,5,4,4,4,3,-999,-999,3,3,3,4,4,4,4,4,4,10,6,9,9999,
47045,Fine Particulate Matter,2024-06-16,7,7,9999,9999,9999,9999,9999,8,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,5,
47045,Fine Particulate Matter,2024-06-17,6,6,5,5,5,5,5,6,6,6,6,9999,6,5,5,5,7,8,11,10,13,11,12,14,
47045,Fine Particulate Matter,2024-06-18,14,16,16,17,23,9999,19,14,12,14,-999,-999,13,13,11,8,15,7,7,7,8,9,12,10,
47045,Fine Particulate Matter,2024-06-19,15,10,7,8,8,10,10,9,9,9,8,9,10,10,11,10,10,10,11,11,11,7,9,8,
47045,Fine Particulate Matter,2024-06-20,6,9,8,9,9,10,9,10,9,7,6,6,5,4,4,4,4,4,4,5,6,6,6,5,
47045,Fine Particulate Matter,2024-06-21,7,8,7,6,7,8,7,6,6,6,7,7,7,7,6,6,6,7,6,6,6,9,19,5,
47045,Fine Particulate Matter,2024-06-22,8,8,7,8,8,8,8,7,8,8,7,8,8,8,8,8,5,6,7,7,8,7,4,6,
47045,Fine Particulate Matter,2024-06-23,7,7,8,8,9,11,10,9,8,5,3,2,2,3,2,2,3,3,3,3,4,4,4,4,
47045,Fine Particulate Matter,2024-06-24,4,5,6,6,6,6,7,8,8,8,8,9,9,8,8,8,8,8,9,9,9,9999,9999,9999,
47045,Fine Particulate Matter,2024-06-25,11,9,9,10,10,10,9,10,10,10,10,9,8,8,12,13,4,4,4,4,4,4,4,3,
47045,Fine Particulate Matter,2024-06-26,4,4,4,4,4,5,5,5,4,4,4,4,5,5,7,5,5,3,3,4,5,5,4,4,
47045,Fine Particulate Matter,2024-06-27,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2,2,3,5,3,4,4,
47045,Fine Particulate Matter,2024-06-28,9999,9999,5,4,5,9999,9999,4,3,3,4,-999,-999,-999,6,5,5,4,5,12,10,5,14,9999,
47045,Fine Particulate Matter,2024-06-29,5,5,5,4,4,4,11,5,5,5,4,4,4,4,4,4,3,3,3,4,4,9999,9999,9,
47045,Fine Particulate Matter,2024-06-30,6,4,3,3,3,2,2,2,1,1,1,2,5,6,5,5,4,4,3,3,5,4,4,4,
47045,Fine Particulate Matter,2024-07-01,3,3,3,3,3,3,2,2,2,3,3,3,4,4,4,4,4,5,6,5,5,6,7,7,
47045,Fine Particulate Matter,2024-07-02,18,26,32,20,32,15,36,8,8,6,5,6,5,5,5,5,4,4,5,4,5,5,10,18,
47045,Fine Particulate Matter,2024-07-03,5,5,5,5,6,10,5,5,7,9,8,8,8,8,8,8,-999,-999,-999,-999,6,7,18,18,
47045,Fine Particulate Matter,2024-07-04,7,7,6,5,5,5,5,5,4,4,5,5,5,4,4,5,5,5,5,6,9,6,9,15,
47045,Fine Particulate Matter,2024-07-05,10,9,8,10,8,8,10,9,6,5,7,8,5,4,5,14,24,7,15,9,7,9,12,17,
47045,Fine Particulate Matter,2024-07-06,16,13,-999,-999,-999,8,9,8,7,7,6,5,5,4,4,4,5,7,7,8,9,9,8,8,
47045,Fine Particulate Matter,2024-07-07,-999,-999,-999,10,9,8,8,7,7,7,7,7,7,7,7,7,7,7,9,10,23,9999,12,15,
47045,Fine Particulate Matter,2024-07-08,12,11,9,22,8,8,8,10,7,6,6,7,9,9,9,8,7,9,10,8,16,11,10,11,
